fips,Station_C_1,Station_C_2,WBAN_C_1,WBAN_C_2,dist_f_1,dist_f_2,county,state,pop_density,pop
17169,722157,722157,99999,04949,24.87247327,25.08712708,Schuyler,Illinois,15.5204666,6768
17173,744661,999999,99999,93816,26.5207654,26.55012652,Shelby,Illinois,28.53834459,21634
17175,725325,720141,14816,04868,13.46049837,22.04712733,Stark,Illinois,18.5374708,5342
17177,722082,726414,04876,04873,8.382139366,18.55346102,Stephenson,Illinois,78.80951982,44498
17179,725320,744672,14842,99999,14.25144069,25.37226199,Tazewell,Illinois,203.067387,131803
17181,724336,724336,99999,93810,20.43968076,21.3378121,Union,Illinois,40.30459906,16653
17183,722076,722076,94891,99999,7.105331452,7.303492103,Vermilion,Illinois,84.36633629,75758
17185,720330,720330,99999,63853,12.2174902,12.79807316,Wabash,Illinois,51.58784632,11520
17187,722089,722157,94959,04949,11.14502784,22.80041337,Warren,Illinois,31.01114813,16844
17189,744657,744657,53887,99999,20.58341117,20.62875862,Washington,Illinois,24.72406904,13887
17191,744656,744656,99999,53891,3.246401146,3.555277652,Wayne,Illinois,22.73582936,16215
17193,722074,722074,63840,99999,3.074252322,3.413119197,White,Illinois,27.32323219,13537
17195,725326,725326,99999,04894,11.94860518,12.30838597,Whiteside,Illinois,80.64314165,55175
17197,725345,725345,14834,99999,10.46274809,11.39035284,Will,Illinois,825.3520468,690743
17199,724339,724339,03865,99999,4.064829777,4.94984334,Williamson,Illinois,158.4710927,66597
17201,999999,725430,14844,94822,5.742050868,10.49213298,Winnebago,Illinois,550.4711494,282572
17203,720141,724397,04868,54831,18.37713065,25.14141061,Woodford,Illinois,72.91135682,38459
18001,725330,720543,14827,00167,20.9935583,38.9037023,Adams,Indiana,105.4988164,35777
18003,725330,720543,14827,00167,11.01726626,14.45432537,Allen,Indiana,577.0681239,379299
18005,724363,724360,99999,13803,3.146949504,4.223389831,Bartholomew,Indiana,205.8637042,83779
18007,744660,724386,99999,14835,19.96595491,23.79110886,Benton,Indiana,21.53901062,8748
18009,725336,725336,99999,94895,16.89712373,16.94421342,Blackford,Indiana,71.19641235,11758
18011,720575,724384,00173,99999,11.59659862,17.78434393,Boone,Indiana,160.3844933,67843
18013,724360,724363,13803,99999,18.19224079,18.80532109,Brown,Indiana,48.41876394,15092
18015,720961,725334,00336,99999,13.26605838,22.17706596,Carroll,Indiana,54.37378814,20257
18017,720961,725334,00336,99999,3.805213673,12.83511091,Cass,Indiana,91.40303085,37689
18019,724235,724235,13810,99999,17.38398426,18.25101656,Clark,Indiana,317.2406488,118302
18021,724370,724373,93823,03868,10.59615379,11.09337851,Clay,Indiana,73.3402752,26225
18023,720575,724386,00173,14835,22.13481962,25.4804992,Clinton,Indiana,79.96382133,32399
18025,724365,724365,99999,53896,27.18744012,27.41081052,Crawford,Indiana,34.65441053,10577
18027,720903,749075,00441,99999,3.126458131,28.78934647,Daviess,Indiana,77.66584618,33351
18029,724210,999999,93814,93814,17.60765738,17.63534113,Dearborn,Indiana,162.1687174,49458
18031,692644,724363,99999,99999,18.8006718,20.78976461,Decatur,Indiana,71.29863636,26559
18033,720543,720543,99999,00167,7.107471062,7.607778228,DeKalb,Indiana,119.8515027,43475
18035,725336,725336,94895,99999,0.474443647,0.825844972,Delaware,Indiana,291.0820296,114135
18037,724365,724365,99999,53896,8.766658462,8.924599286,Dubois,Indiana,99.98157034,42736
18039,724388,724388,99999,14829,5.385848271,5.92565152,Elkhart,Indiana,445.4590097,206341
18041,749015,724356,99999,99999,20.3610907,33.3052064,Fayette,Indiana,107.4356716,23102
18043,724230,724235,93821,13810,13.20374855,14.60584628,Floyd,Indiana,530.7589396,78522
18045,722076,722076,99999,94891,19.46107106,19.6830316,Fountain,Indiana,41.33907193,16346
18047,749015,725217,99999,53855,27.17795636,28.79900448,Franklin,Indiana,59.24354832,22758
18049,720736,720961,00265,00336,4.449476213,23.93363914,Fulton,Indiana,54.25841812,19974
18051,724320,724325,93817,99999,18.82284938,21.25979813,Gibson,Indiana,69.01988777,33659
18053,744214,744214,99999,94852,2.220462341,2.707599,Grant,Indiana,158.8346555,65769
18055,724375,999999,03893,63898,19.66974993,23.37499173,Greene,Indiana,58.81001658,31922
18057,720575,724384,00173,99999,10.90837951,21.04083145,Hamilton,Indiana,857.3104043,338011
18059,724356,724356,99999,53866,16.67787705,17.0361993,Hancock,Indiana,255.4903917,78168
18061,724230,724240,93821,13807,20.24199739,21.8553253,Harrison,Indiana,83.57428107,40515
18063,724384,724384,53842,99999,11.98999742,12.22797364,Hendricks,Indiana,418.4942481,170311
18065,724385,725336,04828,99999,17.36059144,20.87817404,Henry,Indiana,122.3983341,47972
18067,724387,724387,99999,54807,4.306866582,4.323792896,Howard,Indiana,281.6901779,82544
18069,725330,744214,14827,99999,17.6966161,25.49722217,Huntington,Indiana,95.42182954,36520
18071,749074,692644,99999,99999,6.738499367,24.67400687,Jackson,Indiana,86.84206154,44231
18073,744660,744660,00388,99999,6.244341276,14.64682245,Jasper,Indiana,59.95004481,33562
18075,725336,725336,99999,94895,24.40276065,24.8373967,Jay,Indiana,53.2703336,20436
18077,744680,692644,99999,99999,3.460543916,20.62285908,Jefferson,Indiana,89.56732453,32308
18079,692644,744680,99999,99999,3.716916121,16.03231329,Jennings,Indiana,73.60348817,27735
18081,724356,724356,53866,99999,17.04133898,17.31555427,Johnson,Indiana,493.5711014,158167
18083,749075,725342,99999,99999,11.15656309,11.33061506,Knox,Indiana,70.92229448,36594
18085,720266,720266,99999,54809,2.138607671,2.390414543,Kosciusko,Indiana,149.5487681,79456
18087,725383,725383,54827,99999,12.04761157,12.06018443,LaGrange,Indiana,104.3484486,39614
18089,722126,722126,99999,04879,11.27589425,11.59358568,Lake,Indiana,973.0317059,485493
18091,721029,726358,00347,00384,1.81492758,11.62638569,LaPorte,Indiana,183.6609436,109888
18093,999999,724375,63898,03893,5.715383735,21.40006628,Lawrence,Indiana,100.9992413,45370
18095,724385,725336,04828,94895,6.228461386,17.88471878,Madison,Indiana,286.7258934,129569
18097,999999,724380,93819,93819,8.216946707,8.571960909,Marion,Indiana,2434.00284,964582
18099,720736,720593,00265,00187,18.36978178,21.0307123,Marshall,Indiana,104.3117851,46258
18101,999999,720903,63898,00441,17.63175696,17.63491867,Martin,Indiana,30.56454422,10255
18103,725334,724387,99999,99999,9.917498554,16.38082358,Miami,Indiana,94.99035851,35516
18105,724375,999999,03893,63898,5.388156347,19.03003022,Monroe,Indiana,376.2036376,148431
18107,724386,720815,14835,99999,25.77832547,28.66628993,Montgomery,Indiana,76.02436261,38338
18109,724380,999999,93819,93819,18.95945495,19.46223119,Morgan,Indiana,174.4473321,70489
18111,744660,744660,00388,99999,11.20661852,20.53255573,Newton,Indiana,34.85200786,13984
18113,720543,720543,99999,00167,19.39105761,19.40940187,Noble,Indiana,116.2062605,47744
18115,999999,724210,93814,93814,16.99249332,17.01861002,Ohio,Indiana,68.16457245,5875
18117,999999,724365,63898,99999,24.26753157,31.83198979,Orange,Indiana,49.31304435,19646
18119,724375,720815,03893,99999,17.14426468,21.94558835,Owen,Indiana,53.98581692,20799
18121,724373,724370,03868,93823,22.88290128,22.90808258,Parke,Indiana,38.09579561,16937
18123,724365,724365,99999,53896,20.6329505,20.77292713,Perry,Indiana,50.25691902,19169
18125,724365,724365,53896,99999,18.29003813,18.43049016,Pike,Indiana,37.03679253,12389
18127,725327,725327,04846,99999,3.211164987,3.554670989,Porter,Indiana,407.458042,170389
18129,722074,722074,99999,63840,14.17121278,14.60899041,Posey,Indiana,62.11999614,25427
18131,720593,744660,00187,99999,20.18131572,24.02850562,Pulaski,Indiana,28.4813983,12353
18133,720815,724370,99999,93823,3.001727354,28.4746493,Putnam,Indiana,78.19466322,37576
18135,725336,725336,99999,94895,20.29197648,20.8708177,Randolph,Indiana,54.56816706,24665
18137,692644,744680,99999,99999,19.37431871,20.44555835,Ripley,Indiana,63.49262267,28324
18139,724356,724356,99999,53866,17.97325019,18.1837918,Rush,Indiana,40.61353496,16581
18141,725350,725354,14848,99999,6.384008971,16.48517569,St. Joseph,Indiana,593.6910962,271826
18143,749074,744680,99999,99999,19.41019193,20.52582744,Scott,Indiana,125.3823663,23873
18145,724356,724356,53866,99999,3.805737401,4.127320239,Shelby,Indiana,108.8127847,44729
18147,724365,724365,53896,99999,16.48351438,16.59122897,Spencer,Indiana,51.09896907,20277
18149,720593,721029,00187,00347,3.728483623,20.60738282,Starke,Indiana,74.40919402,22995
18151,725414,725414,99999,04886,20.13501651,20.15505443,Steuben,Indiana,112.0244493,34594
18153,720319,720319,99999,63841,13.56978503,13.59527951,Sullivan,Indiana,46.19846333,20669
18155,744680,999999,99999,93814,20.45872773,24.68210413,Switzerland,Indiana,48.7254405,10751
18157,724386,744660,14835,99999,2.776549513,30.70855406,Tippecanoe,Indiana,391.6225975,195732
18159,724387,724387,54807,99999,14.97025117,15.33164494,Tipton,Indiana,58.17379518,15148
18161,749015,725217,99999,53855,10.93424363,27.95573117,Union,Indiana,43.73555082,7054
18163,724320,724325,93817,99999,3.748202501,11.2581905,Vanderburgh,Indiana,777.1869958,181451
18165,722172,722172,99999,63810,15.13673566,15.21254909,Vermillion,Indiana,60.32098446,15498
18167,724373,724370,03868,93823,4.56800026,4.985936085,Vigo,Indiana,265.3916735,107038
18169,725334,744214,99999,99999,23.02341793,25.29220611,Wabash,Indiana,75.11497203,30996
18171,722076,722076,99999,94891,16.37431007,16.49691991,Warren,Indiana,22.63452045,8265
18173,724325,724320,99999,93817,6.633007309,13.94263304,Warrick,Indiana,163.698333,62998
18175,749074,999999,99999,63898,25.1450376,32.02779389,Washington,Indiana,54.56018682,28036
18177,749015,725336,99999,99999,11.55110942,32.21822599,Wayne,Indiana,163.9523775,65884
18179,725330,744214,14827,99999,16.73251897,29.19003257,Wells,Indiana,76.89353018,28296
18181,744660,744660,99999,00388,10.71273864,21.51459718,White,Indiana,47.7286694,24102
18183,720266,725330,99999,14827,19.18599945,19.45225444,Whitley,Indiana,101.2023549,33964
19001,725474,725474,99999,04915,22.33921531,23.06008771,Adair,Iowa,12.56860193,7152
19003,725474,725474,99999,04915,17.33645505,17.59224834,Adams,Iowa,8.493174485,3602
19005,725476,725476,99999,04916,18.16252032,18.16498226,Allamakee,Iowa,21.39489184,13687
19007,722274,725469,54939,04913,4.426306314,31.92402377,Appanoose,Iowa,24.97349267,12426
19009,725498,749113,94998,99999,1.210819241,18.20223044,Audubon,Iowa,12.3949665,5496
19011,720326,720326,99999,04981,9.606040775,9.81015098,Benton,Iowa,35.79835864,25645
19013,725480,720293,94910,99999,7.469869521,18.32664611,Black Hawk,Iowa,231.9439133,131228
19015,725486,725486,99999,04906,4.298166391,4.384445188,Boone,Iowa,45.87409716,26234
19017,725480,725488,94910,04955,15.81850959,18.63080453,Bremer,Iowa,57.50343549,25062
19019,720293,720293,04989,99999,5.743714769,5.890363815,Buchanan,Iowa,37.07999332,21175
19021,725496,725496,99999,04976,10.24097977,10.59914682,Buena Vista,Iowa,34.08805528,19620
19023,725480,725463,94910,99999,23.27780877,24.77654255,Butler,Iowa,24.86301204,14439
19025,725468,725468,99999,04910,24.28079889,24.63758349,Calhoun,Iowa,16.99648397,9668
19027,725468,725468,04910,99999,3.740938066,4.099331818,Carroll,Iowa,35.45537087,20165
19029,725453,725453,99999,14930,7.909080078,8.087903107,Cass,Iowa,22.71777013,12836
